Id;Crea_Maj;Date
17535;1;2012-05-16
17542;1;2012-03-21
17577;1;2011-04-08
17595;1;2014-01-14
17596;1;2011-05-25
17774;1;2014-01-20
17828;1;2015-01-13
17829;1;2015-01-14
17847;1;2015-01-15
17849;1;2015-01-19
17872;1;2014-02-04
17874;1;2012-12-03
17879;1;2010-10-08
17886;1;2010-10-13
17902;1;2010-10-15
17938;1;2011-06-30
17948;1;2011-10-11
18130;1;2008-05-29
18134;1;2012-07-13
18141;1;2012-07-17
18142;1;2011-11-09
18143;1;2011-10-13
18212;1;2017-02-17
18276;1;2013-09-25
18285;1;2013-08-02
18334;1;2014-09-09
18336;1;2015-02-26
18339;1;2012-01-25
18354;1;2012-02-03
18357;1;2012-02-28
18513;1;2015-11-20
18514;1;2010-11-30
18594;1;2008-06-20
18595;1;2017-08-21
18597;1;2017-08-23
18609;1;2010-06-08
18646;1;2012-01-17
18659;1;2002-03-27
18660;1;2003-01-21
18674;1;2002-12-24
18678;1;2010-10-07
18681;1;2011-12-12
18702;1;2011-12-13
18704;1;2009-01-08
18705;1;2002-05-16
18723;1;2010-05-05
18732;1;2014-04-08
19214;1;2008-01-29
19215;1;2008-07-02
19223;1;2009-02-02
19238;1;2010-02-25
19240;1;2008-01-17
19242;1;2009-08-20
19243;1;2009-05-12
19245;1;2008-01-12
19277;1;2008-01-16
19627;1;2008-06-11
19683;1;2010-12-16
19718;1;2009-01-05
19728;1;2010-12-20
19729;1;2009-06-03
19740;1;2011-06-28
19743;1;2016-12-20
19749;1;2000-09-14
19752;1;2017-06-07
19754;1;2017-07-27
19770;1;2015-04-01
19787;1;2016-04-05
19789;1;2016-05-20
19805;1;2014-02-12
19825;1;2014-02-17
19829;1;2014-03-05
19834;1;2014-03-10
19838;1;2014-03-11
19842;1;2014-03-12
19844;1;2001-01-31
19852;1;2001-08-22
19894;1;2001-11-12
20032;1;2001-08-31
20242;1;2001-09-07
20403;1;2001-09-28
20564;1;2001-09-05
20567;1;2001-10-02
20615;1;2001-10-16
20652;1;2001-10-30
20661;1;2001-12-07
20788;1;2001-12-26
20804;1;2000-12-22
21192;1;2000-11-28
21519;1;2001-02-05
21649;1;2001-06-26
21762;1;2000-12-09
21843;1;2003-11-13
21860;1;2003-11-14
21867;1;2003-11-17
21883;1;2003-11-18
21888;1;2008-12-01
21920;1;2019-09-24
21925;1;2021-01-14
21926;1;2019-04-23
22005;1;2020-12-01
22006;1;2019-11-18
22018;1;2019-03-27
22019;1;2020-07-16
22034;1;2019-11-27
22035;1;2019-07-11
22036;1;2019-12-18
22075;1;2019-12-04
22077;1;2019-12-05
22079;1;2019-11-14
22080;1;2020-07-08
22081;1;2019-05-16
22083;1;2020-08-13
22129;1;2019-08-09
22131;1;2019-09-25
22147;1;2018-01-24
22152;1;2019-06-13
22164;1;2020-11-19
22166;1;2020-05-18
22168;1;2019-07-19
22222;1;2018-05-03
22223;1;2018-04-19
22228;1;2020-01-23
22236;1;2018-01-30
22238;1;2019-05-13
22286;1;2020-05-11
22289;1;2019-07-12
22290;1;2020-09-29
22339;1;2018-05-23
22435;1;2020-02-10
22456;1;2020-12-04
22487;1;2020-09-24
22659;1;2020-12-03
22709;1;2019-06-18
22725;1;2020-08-17
22726;1;2019-09-09
22729;1;2018-03-01
23944;1;2018-01-15
24058;1;2019-07-05
24278;1;2019-08-29
24439;1;2020-03-09
24582;1;2018-12-12
24802;1;2020-09-28
24803;1;2020-02-07
24860;1;2019-02-19
24864;1;2019-12-06
24907;1;2019-03-18
24921;1;2019-10-30
24971;1;2020-01-28
25013;1;2021-02-01
25015;1;2018-05-29
25071;1;2018-06-25
25104;1;2019-04-02
26343;1;2018-02-14
26349;1;2020-11-05
26405;1;2020-01-21
26736;1;2020-01-15
26829;1;2018-02-28
